request_title,category,subcategory,urgency_level,priority_label,estimated_people_affected,location_city,location_state,deadline_hours,required_skills,required_items,volunteers_needed,is_medical_emergency,is_disaster_related,transport_required,contact_preference,task_type,effort_level,min_experience_level,shift_type,need_type,family_count,children_involved,elderly_involved,request_description
Animal Welfare Help – Ahmedabad,animal_welfare,animal_rescue,medium,Medium,0,Ahmedabad,Gujarat,24,rescue|medical,,150,0,1,0,phone,animal_rescue,medium,beginner,any,animal_rescue,0,0,0,Stray animals injured in floods in Ahmedabad. Need 150 volunteers for rescue and care
Mental Health Support – Chennai,mental_health,awareness_camp,low,Low,0,Chennai,Tamil Nadu,72,counseling|teaching,,150,0,0,0,email,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Chennai needs 150 volunteer counselors this weekend
Logistics Volunteer Need – Surat,logistics,relief_transport,high,High,0,Surat,Gujarat,8,driving|logistics,,150,0,0,1,phone,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Surat. Need 150 transport volunteers with vehicles within 8 hours. Situation is tonight.
Food Distribution Need – Jaipur,food_relief,nutrition_support,high,High,100,Jaipur,Rajasthan,48,,nutrition_supplements|food,0,0,0,0,phone,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 100 malnourished children in Jaipur need food supplements and nutrition support. Situation is urgently.
Medical Assistance Request – Nagpur,medical,blood_donation,critical,Critical,0,Nagpur,Maharashtra,6,,blood_donation,50,1,0,0,email,blood_donation,medium,beginner,any,blood_donation,0,0,0,Need 50 blood donors urgently in Nagpur. Patient in critical condition
Education Volunteer Request – Delhi,education,supplies_distribution,low,Low,30,Delhi,Delhi,72,,school_supplies|books,2,0,0,0,phone,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 30 children in Delhi. Need 2 volunteers. Situation is whenever.
Logistics Volunteer Need – Pune,logistics,patient_transport,high,High,0,Pune,Maharashtra,12,driving,,100,1,0,1,phone,patient_transport,medium,beginner,any,patient_transport,0,0,1,Need 100 car/van volunteers to transport elderly people to hospital in Pune
Elderly Care Support – Guwahati,elderly_care,home_visits,medium,Medium,600,Guwahati,Assam,72,counseling,,200,0,0,0,email,home_visits,medium,beginner,any,home_visits,0,0,1,Need 200 volunteers to visit and assist 600 elderly people living alone in Guwahati
Cleanup Drive – Bhopal,cleanup,community_cleanup,low,Low,0,Bhopal,Madhya Pradesh,96,cleanup,,150,0,0,0,email,community_cleanup,medium,beginner,weekend,community_cleanup,0,0,0,Community cleanliness drive in Bhopal this Sunday. Need 150 enthusiastic volunteers. Situation is this month.
Animal Welfare Help – Nagpur,animal_welfare,animal_rescue,medium,Medium,0,Nagpur,Maharashtra,24,rescue|medical,,100,0,1,0,email,animal_rescue,medium,beginner,any,animal_rescue,0,0,0,Stray animals injured in floods in Nagpur. Need 100 volunteers for rescue and care
Education Volunteer Request – Coimbatore,education,tutoring,low,Low,0,Coimbatore,Tamil Nadu,168,teaching,,30,0,0,0,whatsapp,tutoring,medium,regular,any,tutoring,0,1,0,Need 30 volunteer teachers for free coaching classes for underprivileged children in Coimbatore. Situation is no rush.
Water & Sanitation Help – Patna,water_sanitation,water_distribution,high,High,1500,Patna,Bihar,48,,water_cans,30,0,0,1,phone,water_distribution,medium,beginner,any,water_distribution,0,0,0,Water shortage in Patna. Need 30 volunteers for water distribution to 1500 people. Situation is urgently.
Childcare Support – Hyderabad,childcare,childcare_support,medium,Medium,50,Hyderabad,Telangana,48,teaching|counseling,,5,0,0,0,email,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Hyderabad for 50 children while parents work
Food Distribution Need – Mumbai,food_relief,nutrition_support,high,High,20,Mumbai,Maharashtra,48,,nutrition_supplements|food,0,0,0,0,email,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 20 malnourished children in Mumbai need food supplements and nutrition support. Situation is ASAP.
Shelter Support – Chennai,shelter,winter_relief,medium,Medium,20,Chennai,Tamil Nadu,48,,blankets|warm_clothing,0,0,0,0,email,winter_relief,medium,beginner,any,winter_relief,0,0,0,Winter clothing and blankets needed for 20 homeless people in Chennai
Awareness Campaign – Surat,awareness,health_awareness,medium,Medium,0,Surat,Gujarat,72,teaching|counseling,,100,0,0,0,whatsapp,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Surat. Need 100 volunteers
Medical Assistance Request – Nagpur,medical,medical_camp,medium,Medium,0,Nagpur,Maharashtra,72,medical,,50,0,0,0,email,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Nagpur needs 50 volunteer doctors and paramedics this weekend
Shelter Support – Nagpur,shelter,temporary_shelter,high,High,400,Nagpur,Maharashtra,8,,tarpaulin|blankets,20,0,1,0,phone,temporary_shelter,medium,beginner,any,temporary_shelter,100,0,0,Need to set up temporary shelter for 100 displaced families in Nagpur. Volunteers needed urgently. Situation is within 12 hours.
Education Volunteer Request – Pune,education,supplies_distribution,low,Low,150,Pune,Maharashtra,72,,school_supplies|books,5,0,0,0,phone,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 150 children in Pune. Need 5 volunteers
Medical Assistance Request – Guwahati,medical,medical_camp,medium,Medium,0,Guwahati,Assam,72,medical,,50,0,0,0,whatsapp,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Guwahati needs 50 volunteer doctors and paramedics this weekend
Food Distribution Need – Nashik,food_relief,ration_distribution,high,High,200,Nashik,Maharashtra,24,,ration_packets,2,0,0,0,phone,ration_distribution,medium,beginner,any,ration_distribution,50,0,0,Ration distribution for 50 poor families in Nashik. Need volunteers in 24 hours. Situation is today.
Fundraising Drive – Guwahati,fundraising,donation_drive,medium,Medium,0,Guwahati,Assam,72,logistics,,75,0,0,0,whatsapp,donation_drive,medium,beginner,any,donation_drive,0,0,0,Fundraising drive for flood victims in Guwahati. Need 75 volunteers for door-to-door campaign. Situation is tomorrow.
Animal Welfare Help – Kolkata,animal_welfare,shelter_support,low,Low,0,Kolkata,West Bengal,72,,,20,0,0,0,whatsapp,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Kolkata needs 20 volunteers for feeding and care. Situation is whenever.
Cleanup Drive – Kolkata,cleanup,community_cleanup,low,Low,0,Kolkata,West Bengal,96,cleanup,,30,0,0,0,email,community_cleanup,medium,beginner,weekend,community_cleanup,0,0,0,Community cleanliness drive in Kolkata this Sunday. Need 30 enthusiastic volunteers. Situation is whenever.
Mental Health Support – Nashik,mental_health,trauma_counseling,high,High,200,Nashik,Maharashtra,12,counseling,,0,0,1,0,phone,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 200 disaster survivors in Nashik. Need certified counselors
Disaster Relief Support – Bhopal,disaster_relief,cyclone_relief,critical,Critical,40,Bhopal,Madhya Pradesh,48,,food|shelter|blankets,0,0,1,1,whatsapp,cyclone_relief,medium,beginner,any,cyclone_relief,10,0,0,Cyclone affected 10 families in Bhopal need immediate shelter and food. Urgent help needed in 48 hours
Medical Assistance Request – Jaipur,medical,emergency_medical,critical,Critical,150,Jaipur,Rajasthan,4,medical,,30,1,0,0,phone,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Jaipur. 150 patients need immediate attention. Doctors and nurses required within 4 hours
Cleanup Drive – Guwahati,cleanup,disaster_cleanup,medium,Medium,0,Guwahati,Assam,8,cleanup|logistics,cleaning_supplies,50,0,1,0,whatsapp,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Guwahati. Need 50 volunteers with cleaning equipment. Situation is within 48 hours.
Logistics Volunteer Need – Delhi,logistics,relief_transport,high,High,0,Delhi,Delhi,8,driving|logistics,,150,0,0,1,email,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Delhi. Need 150 transport volunteers with vehicles within 8 hours
Admin Volunteer Need – Lucknow,administration,data_entry,low,Low,0,Lucknow,Uttar Pradesh,168,data_entry,,100,0,0,0,whatsapp,data_entry,low,beginner,any,data_entry,0,0,0,Need 100 volunteers for data entry and documentation work for NGO in Lucknow. Situation is this month.
Disaster Relief Support – Nashik,disaster_relief,flood_relief,critical,Critical,200,Nashik,Maharashtra,4,,food|blankets,0,0,1,1,email,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 200 people in Nashik, need food and blankets urgently within 4 hours"
Mental Health Support – Kochi,mental_health,awareness_camp,low,Low,0,Kochi,Kerala,72,counseling|teaching,,50,0,0,0,email,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Kochi needs 50 volunteer counselors this weekend. Situation is whenever.
Elderly Care Support – Kochi,elderly_care,care_home_support,medium,Medium,0,Kochi,Kerala,48,counseling|medical,,100,0,0,0,whatsapp,care_home_support,medium,beginner,any,care_home_support,0,0,1,Elderly care home in Kochi needs 100 volunteers for daily assistance and companionship. Situation is soon.
Education Volunteer Request – Delhi,education,tutoring,low,Low,0,Delhi,Delhi,168,teaching,,75,0,0,0,whatsapp,tutoring,medium,regular,any,tutoring,0,1,0,Need 75 volunteer teachers for free coaching classes for underprivileged children in Delhi
Education Volunteer Request – Bhopal,education,tutoring,low,Low,0,Bhopal,Madhya Pradesh,168,teaching,,200,0,0,0,phone,tutoring,medium,regular,any,tutoring,0,1,0,Need 200 volunteer teachers for free coaching classes for underprivileged children in Bhopal. Situation is whenever.
Food Distribution Need – Kolkata,food_relief,community_kitchen,medium,Medium,0,Kolkata,West Bengal,48,food_distribution,,10,0,0,0,email,community_kitchen,medium,beginner,any,community_kitchen,0,0,0,Community kitchen in Kolkata needs 10 volunteers to cook meals for homeless people. Situation is within 48 hours.
Logistics Volunteer Need – Mumbai,logistics,patient_transport,high,High,0,Mumbai,Maharashtra,12,driving,,150,1,0,1,email,patient_transport,medium,beginner,any,patient_transport,0,0,1,Need 150 car/van volunteers to transport elderly people to hospital in Mumbai
Logistics Volunteer Need – Visakhapatnam,logistics,medicine_delivery,high,High,200,Visakhapatnam,Andhra Pradesh,6,driving|logistics,medicine,0,1,0,1,whatsapp,medicine_delivery,medium,beginner,any,medicine_delivery,0,0,1,Medicine delivery needed for 200 elderly patients in Visakhapatnam within 6 hours. Bike riders needed
Logistics Volunteer Need – Jaipur,logistics,medicine_delivery,high,High,0,Jaipur,Rajasthan,8,driving|logistics,,200,1,0,1,email,medicine_delivery,medium,beginner,evening,medicine_delivery,0,0,0,Need 200 volunteers with bikes to deliver medicine in Jaipur tonight
Education Volunteer Request – Ahmedabad,education,supplies_distribution,low,Low,50,Ahmedabad,Gujarat,72,,school_supplies|books,2,0,0,0,whatsapp,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 50 children in Ahmedabad. Need 2 volunteers
Logistics Volunteer Need – Surat,logistics,medicine_delivery,high,High,10,Surat,Gujarat,12,driving|logistics,medicine,0,1,0,1,email,medicine_delivery,medium,beginner,any,medicine_delivery,0,0,1,Medicine delivery needed for 10 elderly patients in Surat within 12 hours. Bike riders needed. Situation is ASAP.
Disaster Relief Support – Guwahati,disaster_relief,flood_relief,critical,Critical,50,Guwahati,Assam,6,,food|blankets,0,0,1,1,email,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 50 people in Guwahati, need food and blankets urgently within 6 hours"
Admin Volunteer Need – Hyderabad,administration,data_entry,low,Low,0,Hyderabad,Telangana,168,data_entry,,100,0,0,0,whatsapp,data_entry,low,beginner,any,data_entry,0,0,0,Need 100 volunteers for data entry and documentation work for NGO in Hyderabad
Water & Sanitation Help – Delhi,water_sanitation,water_distribution,high,High,10000,Delhi,Delhi,72,,water_cans,200,0,0,1,phone,water_distribution,medium,beginner,any,water_distribution,0,0,0,Water shortage in Delhi. Need 200 volunteers for water distribution to 10000 people. Situation is ASAP.
Logistics Volunteer Need – Nagpur,logistics,patient_transport,high,High,0,Nagpur,Maharashtra,12,driving,,200,1,0,1,phone,patient_transport,medium,beginner,any,patient_transport,0,0,1,Need 200 car/van volunteers to transport elderly people to hospital in Nagpur. Situation is today.
Disaster Relief Support – Bhopal,disaster_relief,flood_relief,critical,Critical,200,Bhopal,Madhya Pradesh,6,,food|blankets,0,0,1,1,phone,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 200 people in Bhopal, need food and blankets urgently within 6 hours"
Elderly Care Support – Ahmedabad,elderly_care,care_home_support,medium,Medium,0,Ahmedabad,Gujarat,48,counseling|medical,,30,0,0,0,whatsapp,care_home_support,medium,beginner,any,care_home_support,0,0,1,Elderly care home in Ahmedabad needs 30 volunteers for daily assistance and companionship
Mental Health Support – Mumbai,mental_health,trauma_counseling,high,High,100,Mumbai,Maharashtra,12,counseling,,0,0,1,0,email,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 100 disaster survivors in Mumbai. Need certified counselors
Cleanup Drive – Surat,cleanup,disaster_cleanup,medium,Medium,0,Surat,Gujarat,6,cleanup|logistics,cleaning_supplies,30,0,1,0,phone,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Surat. Need 30 volunteers with cleaning equipment
Awareness Campaign – Nagpur,awareness,health_awareness,medium,Medium,0,Nagpur,Maharashtra,72,teaching|counseling,,200,0,0,0,phone,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Nagpur. Need 200 volunteers. Situation is this week.
Cleanup Drive – Ahmedabad,cleanup,disaster_cleanup,medium,Medium,0,Ahmedabad,Gujarat,48,cleanup|logistics,cleaning_supplies,75,0,1,0,whatsapp,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Ahmedabad. Need 75 volunteers with cleaning equipment. Situation is soon.
Mental Health Support – Delhi,mental_health,awareness_camp,low,Low,0,Delhi,Delhi,72,counseling|teaching,,10,0,0,0,whatsapp,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Delhi needs 10 volunteer counselors this weekend
Mental Health Support – Nashik,mental_health,trauma_counseling,high,High,200,Nashik,Maharashtra,8,counseling,,0,0,1,0,phone,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 200 disaster survivors in Nashik. Need certified counselors
Food Distribution Need – Jaipur,food_relief,community_kitchen,medium,Medium,0,Jaipur,Rajasthan,48,food_distribution,,10,0,0,0,phone,community_kitchen,medium,beginner,any,community_kitchen,0,0,0,Community kitchen in Jaipur needs 10 volunteers to cook meals for homeless people
Medical Assistance Request – Ahmedabad,medical,vaccination_drive,medium,Medium,0,Ahmedabad,Gujarat,48,medical|logistics,,30,0,0,0,phone,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 30 volunteers to assist in COVID vaccination drive in Ahmedabad
Disaster Relief Support – Hyderabad,disaster_relief,flood_relief,critical,Critical,150,Hyderabad,Telangana,24,,food|blankets,0,0,1,1,email,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 150 people in Hyderabad, need food and blankets urgently within 24 hours"
Food Distribution Need – Hyderabad,food_relief,ration_distribution,high,High,40,Hyderabad,Telangana,48,,ration_packets,2,0,0,0,email,ration_distribution,medium,beginner,any,ration_distribution,10,0,0,Ration distribution for 10 poor families in Hyderabad. Need volunteers in 48 hours
Food Distribution Need – Indore,food_relief,nutrition_support,high,High,20,Indore,Madhya Pradesh,6,,nutrition_supplements|food,0,0,0,0,email,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 20 malnourished children in Indore need food supplements and nutrition support
Cleanup Drive – Delhi,cleanup,disaster_cleanup,medium,Medium,0,Delhi,Delhi,6,cleanup|logistics,cleaning_supplies,75,0,1,0,email,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Delhi. Need 75 volunteers with cleaning equipment
Food Distribution Need – Pune,food_relief,ration_distribution,high,High,800,Pune,Maharashtra,6,,ration_packets,10,0,0,0,email,ration_distribution,medium,beginner,any,ration_distribution,200,0,0,Ration distribution for 200 poor families in Pune. Need volunteers in 6 hours
Logistics Volunteer Need – Surat,logistics,relief_transport,high,High,0,Surat,Gujarat,72,driving|logistics,,200,0,0,1,phone,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Surat. Need 200 transport volunteers with vehicles within 72 hours. Situation is today.
Logistics Volunteer Need – Nagpur,logistics,relief_transport,high,High,0,Nagpur,Maharashtra,12,driving|logistics,,50,0,0,1,whatsapp,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Nagpur. Need 50 transport volunteers with vehicles within 12 hours. Situation is today.
Fundraising Drive – Patna,fundraising,donation_drive,medium,Medium,0,Patna,Bihar,72,logistics,,20,0,0,0,whatsapp,donation_drive,medium,beginner,any,donation_drive,0,0,0,Fundraising drive for flood victims in Patna. Need 20 volunteers for door-to-door campaign. Situation is tomorrow.
Awareness Campaign – Delhi,awareness,health_awareness,medium,Medium,0,Delhi,Delhi,72,teaching|counseling,,10,0,0,0,whatsapp,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Delhi. Need 10 volunteers. Situation is this week.
Logistics Volunteer Need – Patna,logistics,patient_transport,high,High,0,Patna,Bihar,12,driving,,30,1,0,1,whatsapp,patient_transport,medium,beginner,any,patient_transport,0,0,1,Need 30 car/van volunteers to transport elderly people to hospital in Patna
Logistics Volunteer Need – Hyderabad,logistics,relief_transport,high,High,0,Hyderabad,Telangana,72,driving|logistics,,20,0,0,1,whatsapp,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Hyderabad. Need 20 transport volunteers with vehicles within 72 hours
Disaster Relief Support – Ahmedabad,disaster_relief,earthquake_relief,critical,Critical,150,Ahmedabad,Gujarat,8,,food|medicine|first_aid,0,1,1,1,email,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Ahmedabad. 150 survivors need medical aid and food within 8 hours
Mental Health Support – Nagpur,mental_health,trauma_counseling,high,High,50,Nagpur,Maharashtra,4,counseling,,0,0,1,0,email,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 50 disaster survivors in Nagpur. Need certified counselors
Food Distribution Need – Mumbai,food_relief,community_kitchen,medium,Medium,0,Mumbai,Maharashtra,48,food_distribution,,200,0,0,0,phone,community_kitchen,medium,beginner,any,community_kitchen,0,0,0,Community kitchen in Mumbai needs 200 volunteers to cook meals for homeless people
Food Distribution Need – Surat,food_relief,ration_distribution,high,High,300,Surat,Gujarat,48,,ration_packets,3,0,0,0,whatsapp,ration_distribution,medium,beginner,any,ration_distribution,75,0,0,Ration distribution for 75 poor families in Surat. Need volunteers in 48 hours
Cleanup Drive – Delhi,cleanup,disaster_cleanup,medium,Medium,0,Delhi,Delhi,6,cleanup|logistics,cleaning_supplies,100,0,1,0,whatsapp,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Delhi. Need 100 volunteers with cleaning equipment
Logistics Volunteer Need – Nashik,logistics,relief_transport,high,High,0,Nashik,Maharashtra,48,driving|logistics,,30,0,0,1,email,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Nashik. Need 30 transport volunteers with vehicles within 48 hours
Medical Assistance Request – Guwahati,medical,vaccination_drive,medium,Medium,0,Guwahati,Assam,48,medical|logistics,,20,0,0,0,whatsapp,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 20 volunteers to assist in COVID vaccination drive in Guwahati
Elderly Care Support – Hyderabad,elderly_care,care_home_support,medium,Medium,0,Hyderabad,Telangana,48,counseling|medical,,150,0,0,0,email,care_home_support,medium,beginner,any,care_home_support,0,0,1,Elderly care home in Hyderabad needs 150 volunteers for daily assistance and companionship
Medical Assistance Request – Guwahati,medical,emergency_medical,critical,Critical,10,Guwahati,Assam,48,medical,,2,1,0,0,email,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Guwahati. 10 patients need immediate attention. Doctors and nurses required within 48 hours
Medical Assistance Request – Kochi,medical,emergency_medical,critical,Critical,75,Kochi,Kerala,48,medical,,15,1,0,0,whatsapp,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Kochi. 75 patients need immediate attention. Doctors and nurses required within 48 hours
Awareness Campaign – Nagpur,awareness,health_awareness,medium,Medium,0,Nagpur,Maharashtra,72,teaching|counseling,,75,0,0,0,email,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Nagpur. Need 75 volunteers
Education Volunteer Request – Pune,education,supplies_distribution,low,Low,30,Pune,Maharashtra,72,,school_supplies|books,2,0,0,0,phone,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 30 children in Pune. Need 2 volunteers
Disaster Relief Support – Mumbai,disaster_relief,flood_relief,critical,Critical,10,Mumbai,Maharashtra,72,,food|blankets,0,0,1,1,phone,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 10 people in Mumbai, need food and blankets urgently within 72 hours. Situation is life-threatening."
Food Distribution Need – Indore,food_relief,nutrition_support,high,High,20,Indore,Madhya Pradesh,24,,nutrition_supplements|food,0,0,0,0,whatsapp,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 20 malnourished children in Indore need food supplements and nutrition support
Logistics Volunteer Need – Pune,logistics,medicine_delivery,high,High,0,Pune,Maharashtra,8,driving|logistics,,75,1,0,1,email,medicine_delivery,medium,beginner,evening,medicine_delivery,0,0,0,Need 75 volunteers with bikes to deliver medicine in Pune tonight. Situation is within 12 hours.
Women Safety Support – Bengaluru,women_safety,shelter_support,high,High,100,Bengaluru,Karnataka,72,counseling,,0,0,0,0,email,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 100 women and children in Bengaluru escaping domestic violence
Food Distribution Need – Chennai,food_relief,community_kitchen,medium,Medium,0,Chennai,Tamil Nadu,48,food_distribution,,200,0,0,0,phone,community_kitchen,medium,beginner,any,community_kitchen,0,0,0,Community kitchen in Chennai needs 200 volunteers to cook meals for homeless people. Situation is tomorrow.
Logistics Volunteer Need – Patna,logistics,relief_transport,high,High,0,Patna,Bihar,72,driving|logistics,,100,0,0,1,phone,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Patna. Need 100 transport volunteers with vehicles within 72 hours
Logistics Volunteer Need – Kochi,logistics,patient_transport,high,High,0,Kochi,Kerala,12,driving,,10,1,0,1,email,patient_transport,medium,beginner,any,patient_transport,0,0,1,Need 10 car/van volunteers to transport elderly people to hospital in Kochi. Situation is urgently.
Awareness Campaign – Ahmedabad,awareness,health_awareness,medium,Medium,0,Ahmedabad,Gujarat,72,teaching|counseling,,75,0,0,0,whatsapp,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Ahmedabad. Need 75 volunteers
Awareness Campaign – Pune,awareness,health_awareness,medium,Medium,0,Pune,Maharashtra,72,teaching|counseling,,30,0,0,0,whatsapp,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Pune. Need 30 volunteers
Admin Volunteer Need – Kolkata,administration,data_entry,low,Low,0,Kolkata,West Bengal,168,data_entry,,150,0,0,0,email,data_entry,low,beginner,any,data_entry,0,0,0,Need 150 volunteers for data entry and documentation work for NGO in Kolkata
Cleanup Drive – Chennai,cleanup,disaster_cleanup,medium,Medium,0,Chennai,Tamil Nadu,72,cleanup|logistics,cleaning_supplies,150,0,1,0,email,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Chennai. Need 150 volunteers with cleaning equipment. Situation is this week.
Medical Assistance Request – Kochi,medical,medical_camp,medium,Medium,0,Kochi,Kerala,72,medical,,50,0,0,0,whatsapp,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Kochi needs 50 volunteer doctors and paramedics this weekend
Childcare Support – Ahmedabad,childcare,childcare_support,medium,Medium,10,Ahmedabad,Gujarat,48,teaching|counseling,,2,0,0,0,email,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Ahmedabad for 10 children while parents work
Logistics Volunteer Need – Ahmedabad,logistics,relief_transport,high,High,0,Ahmedabad,Gujarat,24,driving|logistics,,200,0,0,1,whatsapp,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Ahmedabad. Need 200 transport volunteers with vehicles within 24 hours
Medical Assistance Request – Mumbai,medical,medical_camp,medium,Medium,0,Mumbai,Maharashtra,72,medical,,200,0,0,0,email,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Mumbai needs 200 volunteer doctors and paramedics this weekend
Women Safety Support – Pune,women_safety,shelter_support,high,High,200,Pune,Maharashtra,12,counseling,,0,0,0,0,whatsapp,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 200 women and children in Pune escaping domestic violence
Logistics Volunteer Need – Jaipur,logistics,relief_transport,high,High,0,Jaipur,Rajasthan,24,driving|logistics,,150,0,0,1,whatsapp,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Jaipur. Need 150 transport volunteers with vehicles within 24 hours. Situation is today.
Water & Sanitation Help – Kolkata,water_sanitation,sanitation,high,High,0,Kolkata,West Bengal,12,cleanup,,100,0,1,0,email,sanitation,medium,beginner,any,sanitation,0,0,0,Sanitation drive needed at flood relief camp in Kolkata. 100 volunteers required immediately
Women Safety Support – Patna,women_safety,shelter_support,high,High,10,Patna,Bihar,72,counseling,,0,0,0,0,phone,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 10 women and children in Patna escaping domestic violence
Animal Welfare Help – Indore,animal_welfare,shelter_support,low,Low,0,Indore,Madhya Pradesh,72,,,150,0,0,0,whatsapp,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Indore needs 150 volunteers for feeding and care. Situation is no rush.
Admin Volunteer Need – Guwahati,administration,data_entry,low,Low,0,Guwahati,Assam,168,data_entry,,100,0,0,0,email,data_entry,low,beginner,any,data_entry,0,0,0,Need 100 volunteers for data entry and documentation work for NGO in Guwahati
Water & Sanitation Help – Hyderabad,water_sanitation,sanitation,high,High,0,Hyderabad,Telangana,6,cleanup,,200,0,1,0,whatsapp,sanitation,medium,beginner,any,sanitation,0,0,0,Sanitation drive needed at flood relief camp in Hyderabad. 200 volunteers required immediately
Medical Assistance Request – Guwahati,medical,vaccination_drive,medium,Medium,0,Guwahati,Assam,48,medical|logistics,,200,0,0,0,phone,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 200 volunteers to assist in COVID vaccination drive in Guwahati
Awareness Campaign – Delhi,awareness,health_awareness,medium,Medium,0,Delhi,Delhi,72,teaching|counseling,,20,0,0,0,whatsapp,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Delhi. Need 20 volunteers. Situation is within 48 hours.
Medical Assistance Request – Guwahati,medical,emergency_medical,critical,Critical,30,Guwahati,Assam,72,medical,,6,1,0,0,phone,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Guwahati. 30 patients need immediate attention. Doctors and nurses required within 72 hours
Awareness Campaign – Ahmedabad,awareness,health_awareness,medium,Medium,0,Ahmedabad,Gujarat,72,teaching|counseling,,150,0,0,0,whatsapp,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Ahmedabad. Need 150 volunteers
